gene_id,gene_name,gene_type,hgnc_symbol,entrez_id,logFC,logCPM,F,PValue,FDR
ENSG00000261668,NA,NA,NA,NA,2.800486396189086,-0.05607609718938062,33.071518125541466,1.1591627877222993e-7,0.002807955936978498
ENSG00000271043,NA,NA,NA,NA,3.527470575961741,4.4094417935684715,27.391600806711217,1.0476897384968509e-6,0.006400730255183018
ENSG00000213411,NA,NA,NA,NA,2.4221611404308554,2.252910737680279,26.928650005342945,1.2601024175528614e-6,0.006400730255183018
ENSG00000232489,NA,NA,NA,NA,2.4904870411630284,1.8241227950308818,26.811259235836456,1.3206628071993441e-6,0.006400730255183018
ENSG00000229344,MT-CO2 pseudogene 12,pseudo,MTCO2P12,107075310,3.9543231131826153,4.524024977418494,26.8103284954456,1.3211546926979479e-6,0.006400730255183018
ENSG00000248923,MT-ND5 pseudogene 11,pseudo,MTND5P11,100506169,1.9189626744853678,1.7966027145545893,26.3479712112616,1.5902736832829158e-6,0.006420464950640892
ENSG00000224117,NA,NA,NA,NA,2.232622096002774,-0.17838189489094922,25.851237433415616,1.942581457477932e-6,0.006632216527847796
ENSG00000223429,NA,NA,NA,NA,2.082500594654567,-1.5655219227047894,25.48104153324928,2.2564317606386964e-6,0.006632216527847796
ENSG00000249916,NA,NA,NA,NA,2.3130329979306685,-1.9136554011042886,25.264061203774762,2.4640830891112186e-6,0.006632216527847796
ENSG00000240393,developmentally regulated GTP binding protein 1 pseudogene,pseudo,LOC100421670,100421670,2.104506250493245,-1.5900402730346606,24.984000319273257,2.7613707653224096e-6,0.006689144541917005
ENSG00000269924,NA,NA,NA,NA,1.430787658566025,-1.1172795753358256,24.249670078464362,3.7281257809753714e-6,0.007393742254579504
ENSG00000254865,NA,NA,NA,NA,1.8663856980335727,-1.943336021354589,24.165511794723002,3.8591566558860535e-6,0.007393742254579504
ENSG00000213700,ribosomal protein L17 pseudogene 50,pseudo,RPL17P50,729046,1.853166975276248,-0.8473361600755013,24.097855820758927,3.9679098955388685e-6,0.007393742254579504
ENSG00000177688,small ubiquitin like modifier 4,protein-coding,SUMO4,387082,1.3335114006468565,-0.008259115898252959,23.817259239573307,4.4535501967602555e-6,0.007705914283308602
ENSG00000187534,NA,NA,NA,NA,0.9976900983363034,-0.19885370058936322,23.519804949246847,5.035227986863348e-6,0.008024579853141157
ENSG00000261170,uncharacterized LOC107984827,ncRNA,LOC107984827,107984827,2.0634364211466596,0.1979925895845891,23.361338991592156,5.376342012307712e-6,0.008024579853141157
ENSG00000268898,NA,NA,NA,NA,1.869163640794236,-1.8597808752694924,23.249392457935954,5.631516574611941e-6,0.008024579853141157
ENSG00000132517,solute carrier family 52 member 1,protein-coding,SLC52A1,55065,1.4428745707096828,-0.2387076804754611,23.10503509225801,5.978997966264732e-6,0.008046402596377605
ENSG00000262003,uncharacterized LOC101927727,ncRNA,LOC101927727,101927727,1.8269514583828335,-1.199905455182386,22.932354306331426,6.423680561705374e-6,0.00817279228586183
ENSG00000206702,NA,NA,NA,NA,2.1931714349626033,-1.4539597283898378,22.814083600060474,6.747681874060296e-6,0.00817279228586183
ENSG00000260551,Prader-Willi region non-protein coding RNA 2,ncRNA,PWRN2,791115,1.8519985919023936,-0.46228957570803103,22.51752880270654,7.635804271773005e-6,0.008223781591279311
ENSG00000159712,NA,NA,NA,NA,1.3511361287424413,2.942565472736163,22.40797335315022,7.993461230198053e-6,0.008223781591279311
ENSG00000173421,interactor of HORMAD1 1,protein-coding,IHO1,339834,1.4213096895776025,0.35170692459127123,22.387482176375237,8.062240385698399e-6,0.008223781591279311
ENSG00000261610,NA,NA,NA,NA,1.6390279660819862,-1.4730915191605325,22.362259032707467,8.147736054768142e-6,0.008223781591279311
ENSG00000272703,NA,NA,NA,NA,2.089781920994649,0.28138728113953426,21.833486073262446,1.0170792099728874e-5,0.008764055671151244
ENSG00000214067,NA,NA,NA,NA,1.425029876023915,-1.035596738642929,21.807383781699514,1.0283080646376707e-5,0.008764055671151244
ENSG00000242622,NA,NA,NA,NA,0.8448407857304782,0.7104713571638759,21.691176317009845,1.0798622890353735e-5,0.008764055671151244
ENSG00000175707,keratinocyte differentiation factor 1,protein-coding,KDF1,126695,2.0902071868067473,-1.231309792895956,21.63144511011124,1.1073849418535157e-5,0.008764055671151244
ENSG00000225112,NA,NA,NA,NA,1.1930368543930714,-1.1032398932748249,21.55831613437059,1.1420626055148152e-5,0.008764055671151244
ENSG00000229659,ribosomal protein L26 pseudogene 6,pseudo,RPL26P6,100131526,1.2275279593692747,-1.596694606216458,21.473153697917535,1.1838531407023255e-5,0.008764055671151244
ENSG00000226869,LHFPL3 antisense RNA 1,ncRNA,LHFPL3-AS1,645591,1.552714039152163,0.2577556593931017,21.370386349360032,1.2363772803776684e-5,0.008764055671151244
ENSG00000225738,NRG3 antisense RNA 1,ncRNA,NRG3-AS1,101929590,1.8708585299408624,-1.1414115258471391,21.282134873360484,1.2833869724822096e-5,0.008764055671151244
ENSG00000250243,NA,NA,NA,NA,2.1012525179987853,0.13260363420950888,21.259175749070444,1.2959145429899616e-5,0.008764055671151244
ENSG00000226017,PRICKLE2 antisense RNA 3,ncRNA,PRICKLE2-AS3,100874243,1.9426239711251339,-0.1468058985537915,21.23012586212333,1.3119453859846769e-5,0.008764055671151244
ENSG00000228027,NA,NA,NA,NA,2.2037421135483495,-0.43287103396788995,21.21297529068006,1.321505033077259e-5,0.008764055671151244
ENSG00000249848,transmembrane protein 126A pseudogene,pseudo,LOC100420053,100420053,1.6653089514778041,-1.6827668846295418,21.194499864347133,1.3318830777244079e-5,0.008764055671151244
ENSG00000253372,NA,NA,NA,NA,1.5164385305676087,0.598661444639258,21.182565313109535,1.3386313566405053e-5,0.008764055671151244
ENSG00000188886,astacin like metalloendopeptidase,protein-coding,ASTL,431705,-1.6874933013887852,-1.3422404932238035,21.05775757468985,1.4113386943801218e-5,0.008964878318169889
ENSG00000230916,MT-CO1 pseudogene 53,pseudo,MTCO1P53,107075285,-2.763840471134791,0.1743280870488235,21.00492996842488,1.4433217239457797e-5,0.008964878318169889
ENSG00000231449,ribosomal protein S16 pseudogene 4,pseudo,RPS16P4,100271068,1.7119915318824999,-0.4486228017455346,20.891049252694405,1.5148198822266205e-5,0.009173749206764415
ENSG00000230790,NA,NA,NA,NA,1.914716235425935,-1.4336777635842513,20.466029351832972,1.8153308131420048e-5,0.010505442410788142
ENSG00000116039,ATPase H+ transporting V1 subunit B1,protein-coding,ATP6V1B1,525,0.9515742535844454,-0.36540065981838477,20.40924484094744,1.8598750199707477e-5,0.010505442410788142
ENSG00000259358,NA,NA,NA,NA,1.6632064566060165,0.34921124789346175,20.4030270745761,1.8648201108978288e-5,0.010505442410788142
ENSG00000225399,NA,NA,NA,NA,1.4028203272898623,-1.1105342830646496,20.16427715649078,2.06526567229122e-5,0.011306512045635911
ENSG00000267222,NA,NA,NA,NA,1.6516403447775714,0.27567227190784865,20.05944644131569,2.1601348989788022e-5,0.011306512045635911
ENSG00000256315,CADM1 antisense RNA 1,ncRNA,CADM1-AS1,105369507,1.804404029769872,-1.370483800947519,20.024133233400242,2.1930894022268416e-5,0.011306512045635911
ENSG00000258857,NA,NA,NA,NA,1.6144306138853346,-1.816587074301952,19.999947446362686,2.2159568330828578e-5,0.011306512045635911
ENSG00000226771,NA,NA,NA,NA,1.8633822781763294,-1.3213556114013205,19.97438472234776,2.2403920830190048e-5,0.011306512045635911
ENSG00000238864,NA,NA,NA,NA,1.9861904888764303,-0.9766634644684306,19.75776672055636,2.4588785055783787e-5,0.011620308955406083
ENSG00000214626,RNA polymerase III subunit D pseudogene 1,pseudo,POLR3DP1,100422384,1.9649672952349244,-0.7557078633252131,19.739816912389777,2.4779365296189163e-5,0.011620308955406083
ENSG00000155282,NA,NA,NA,NA,1.5995529678821863,-0.7233616467479267,19.73151846180424,2.486798470713777e-5,0.011620308955406083
ENSG00000273319,NA,NA,NA,NA,1.7110542722315292,3.088035993206033,19.660395774081103,2.564096647173132e-5,0.011620308955406083
ENSG00000218428,NA,NA,NA,NA,1.5009777069561596,-2.0050827419034056,19.621471398121503,2.607439930479599e-5,0.011620308955406083
ENSG00000228242,NA,NA,NA,NA,1.2167041533069445,-1.7793091730752524,19.580944387347696,2.6533668696645736e-5,0.011620308955406083
ENSG00000267892,NA,NA,NA,NA,2.0801875412445594,-1.0967721122031473,19.41521560560581,2.8499826620984782e-5,0.011620308955406083
ENSG00000269028,MT-RNR2 like 2 (pseudogene),pseudo,MTRNR2L2,100462981,1.601024579790445,3.9174847076316435,19.381049572374284,2.8923405919332012e-5,0.011620308955406083
ENSG00000269028,MT-RNR2 like 12 (pseudogene),pseudo,MTRNR2L12,100463498,1.601024579790445,3.9174847076316435,19.381049572374284,2.8923405919332012e-5,0.011620308955406083
