gene_id,gene_name,gene_type,hgnc_symbol,entrez_id,logFC,logCPM,F,PValue,FDR
ENSG00000187951,OTU deubiquitinase 7A pseudogene,pseudo,LOC100288637,100288637,3.107812649721657,1.5164624522508572,41.35653223778144,5.061251122152962e-9,1.1712747346886384e-4
ENSG00000230916,MT-CO1 pseudogene 53,pseudo,MTCO1P53,107075285,-3.497170022509035,-0.4184055859177627,32.242431601823654,1.4735629047145116e-7,0.0017050596370451613
ENSG00000225972,MT-ND1 pseudogene 23,pseudo,MTND1P23,100887749,-4.675752008937625,3.854260933215965,29.754642508118692,3.8727812616574205e-7,0.0029874634652425343
ENSG00000257743,maltase-glucoamylase 2 (putative),protein-coding,MGAM2,93432,-2.6735503405173513,-1.0995169515256389,27.189879161002754,1.072961847093306e-6,0.006207620766358323
ENSG00000205426,keratin 81,protein-coding,KRT81,3887,-1.530913329692976,0.34360606060309623,18.78546683876427,3.6310393255667935e-5,0.16805902414453347
ENSG00000163435,E74 like ETS transcription factor 3,protein-coding,ELF3,1999,-1.175773529047608,-1.7362570087097884,16.956784988914034,8.148851228287713e-5,0.3143011918750571
ENSG00000141736,erb-b2 receptor tyrosine kinase 2,protein-coding,ERBB2,2064,-0.9275133792607503,4.160093706383318,15.464880006989938,1.5961633309588555e-4,0.4309009378502264
ENSG00000148773,marker of proliferation Ki-67,protein-coding,MKI67,4288,-1.724815628834084,-0.4356333514588717,15.297662404334597,1.722391687802805e-4,0.4309009378502264
ENSG00000105374,natural killer cell granule protein 7,protein-coding,NKG7,4818,-0.801322795364593,-1.8775063166232802,15.246365215628478,1.763135472449842e-4,0.4309009378502264
ENSG00000170421,keratin 8,protein-coding,KRT8,3856,-1.6995710006118083,-1.6893089608799763,15.025297930014725,1.9503722724722132e-4,0.4309009378502264
ENSG00000131747,DNA topoisomerase II alpha,protein-coding,TOP2A,7153,-1.8532954885232014,-0.5511014943659414,14.78096461104227,2.1812375903058692e-4,0.4309009378502264
ENSG00000046604,desmoglein 2,protein-coding,DSG2,1829,-0.975095102605893,0.1657642444214931,14.728485657558267,2.2343839141831804e-4,0.4309009378502264
ENSG00000165474,gap junction protein beta 2,protein-coding,GJB2,2706,-1.246685515186374,0.1229276581988885,14.193123294383872,2.858977549681165e-4,0.5089419881132425
ENSG00000251372,long intergenic non-protein coding RNA 499,ncRNA,LINC00499,100874047,-1.1502772758699311,-0.24859538759464267,13.343468493182968,4.242685039882455e-4,0.7013158370925698
ENSG00000237649,kinesin family member C1,protein-coding,KIFC1,3833,-0.8616822876768736,-1.6889518909758068,12.659766094305873,5.847995679129289e-4,0.9022287733760667
ENSG00000021826,carbamoyl-phosphate synthase 1,protein-coding,CPS1,1373,-0.48662764835693506,1.8472005039289072,12.413724314429135,6.568735041047464e-4,0.902499171842634
ENSG00000134548,spexin hormone,protein-coding,SPX,80763,-0.6210739582650016,3.1403428658645924,12.358855373389732,6.741579193718731e-4,0.902499171842634
ENSG00000169508,G protein-coupled receptor 183,protein-coding,GPR183,1880,-1.167418941966074,-0.1508384418342358,12.164797955109306,7.391386116442315e-4,0.902499171842634
ENSG00000006611,USH1 protein network component harmonin,protein-coding,USH1C,10083,-0.5864792560679267,2.14076664493212,12.159591987038334,7.409681213814729e-4,0.902499171842634
ENSG00000236411,NA,NA,NA,NA,0.4641249318523914,-1.1722788496978542,11.39086372740188,0.001069608260836824,0.9998949229303749
ENSG00000172554,syntrophin gamma 2,protein-coding,SNTG2,54221,0.6423655079159301,-1.1170735962911453,11.143356417921002,0.0012048709419117498,0.9998949229303749
ENSG00000164749,hepatocyte nuclear factor 4 gamma,protein-coding,HNF4G,3174,-1.1541092406628577,-1.6570359076111414,11.096755446643744,0.0012322511578741987,0.9998949229303749
